Cities;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127
51;1069.467157;418.243948;2091.21974;2391.401263;883.4296803;1995.739462;1194.293096;2864.988656;2284.93501;1512.454958;2132.634052;1982.208869;928;1660.867243;1888.343189;1037.535542;2544.078615;3200.0025;2645.206986;2216.176888;2624.780372;2466.193829;2413.803637;2252.312589;3890.758281;2909.265199;2575.617984;4182.43948;4368.135529;2088;2504.095845;4710.514197;4051.705814;2200.945251;1037.535542;1296.919427;1165.785572;2757.288523;2457.995932;1672.975792;1624;2490.625624;1944.514335;1411.200907;1628.137586;3088.738254;2240.332118;2466.193829;2546.721814;624.6791176;0;1401.633333;2348.820981;1037.535542;2460.731599;1044;580;2757.288523;3828;3248;3151.274028;3371.99051;10370.8152;2803.266666;5343.559862;2803.266666;3631.374395;4640;6078.665643;5569.208202;5138.158425;2900;3829.757172;3787.36003;5616.125355;4571.342035;3460.612663;4409.526052;3321.734487;3448.927949;5925.091054;7778.057341;7765.071539;5712.337525;8255.582354;8404.197999;8379.344127;8575.374044;6015.245963;2900;3071.262932;6358.874114;4074.886992;3460.612663;3890.758281;7722.499077;6015.245963;12060.09552;7382.194796;2240.332118;11846.20716;11615.07021;1859.621467;7461.965425;1577.770579;1902.541458;8774.692701;2138.934314;7424.906195;6749.964148;5496.245992;5084.188824;3692.008667;1712.719475;1069.467157;3018.229945;5105.318012;2575.617984;9684.437;1296.919427;580;4111.050474;4605.068512;1547.633031;5194.158257;6897.855899;5971.465482
52;2091.21974;1660.867243;2052.249498;3062.487878;518.7677708;2650.289041;1913.12101;3345.951584;2670.520549;1485.524823;2509.463688;3134.147412;1322.603493;2909.265199;2678.06796;2207.05052;3339.913771;3945.705514;3268.64865;3044.861902;3381.952099;3168.308066;3009.300251;2853.222739;5261.082778;4254.21203;3835.023859;5580.07025;5739.363031;3413.633841;3712;6077.55872;5433.457831;3597.870481;2438.760341;2678.06796;2533.478241;4145.275865;3856.018672;3064.683997;2957.431318;3890.758281;3339.913771;2482.508409;2490.625624;2647.749233;1611.523503;2279.038394;2075.071083;1044;1401.633333;0;1982.208869;1712.719475;1182.972527;624.6791176;1396.824971;1985.600161;3489.653278;2957.431318;2715.490379;2973.313303;11122.09549;1975.408818;3944;1401.633333;3940.586758;5127.672376;6635.362236;6001.809061;5416.094534;3481.932797;4315.449455;4377.367245;6381.054458;5407.391978;4265.268104;5402.412794;4368.135529;4561.027954;6949.358532;8872.293954;8907.863492;6724.999331;8258.841565;8416.997089;8435.361759;8656.585008;4795.446173;2647.749233;2533.478241;5152.541897;4915.991863;3377.970989;5057.653211;8045.08297;7377.636478;13390.3398;6089.723803;1577.770579;13108;12812.61878;2805.665696;6731.998812;2311.283626;2606.775786;8891.988304;2864.988656;7663.90501;6763.904198;5152.541897;4529.944812;2447.022681;2284.93501;1142.467505;2805.665696;6165.484571;2240.332118;10218.54001;1660.867243;905.9889624;5502.363129;5908.033852;328.0975465;4145.275865;7964.394767;6823.324703
53;3411.662351;2767.031623;3959.323174;4681.861168;1995.739462;4268.421722;3448.927949;5088.15723;4441.452015;3345.951584;4277.868628;4306.084997;2957.431318;3945.705514;4203.299656;3381.952099;4873.380757;5525.546489;4924.196584;4547.732622;4946.0093;4768.714712;4676.109494;4512.086879;5828.92786;4982.60173;4806.65705;5917.137146;6281.161676;4255.793228;4782.802526;6628.260707;5926.226455;4101.219331;3011.535157;3411.662351;3339.913771;4676.109494;4317.008223;3381.952099;3815.677135;4177.6108;3890.758281;2207.05052;1888.343189;742.7624115;478.2802526;366.8242086;232;2544.078615;2348.820981;1982.208869;0;1547.633031;1688.985494;1577.770579;1815.687198;3938.879028;5471.709057;4935.114994;4697.641962;4955.522172;12716.16106;3913.173648;4640;2504.095845;5779.08228;6892.001161;8368.095602;7803.101947;7284.947769;5168.187303;6072.02108;6072.02108;7957.633819;6918.308464;5800;6748.967328;5656.709998;5760.424984;8249.060068;10060.61787;10014.36808;8040.900447;10221.83154;10378.59721;10388.31651;10604.32893;6200.305799;4618.198783;4512.086879;6567.075453;3623.95585;1411.200907;4317.008223;9909.686574;7087.400652;12804.73975;7262.748791;3558.383903;13928.21424;13789.8583;2167.058836;8596.531394;3862.991587;4190.474913;6921.225325;4441.452015;9560.680311;8720.855004;3225.133796;2737.698303;3986.418944;3937.170558;2900;4772.945422;7421.280752;259.3838854;11976.68402;3371.99051;1888.343189;5917.137146;5453.233903;1688.985494;5828.92786;9199.904347;5411.123358
54;2065.321283;1415.960451;3071.262932;3411.662351;1322.603493;3024.909916;2231.304551;3899.394825;3321.734487;2460.731599;3168.308066;2831.920903;1913.12101;2447.022681;2900;1968.585279;3535.622152;4190.474913;3668.242086;3208.401471;3623.95585;3480;3443.070722;3283.025434;4298.265697;3435.245552;3274.817858;4432.353776;4757.414424;2715.490379;3268.64865;5105.318012;4408;2562.523756;1467.296834;1874.037353;1815.687198;3140.580838;2786.415619;1856;2284.93501;2678.06796;2345.954816;836.4878959;778.1516562;2240.332118;1628.137586;1556.303312;1774.458791;1525.741787;1037.535542;1712.719475;1547.633031;0;2348.820981;1094.341811;478.2802526;3528.002268;4778.580542;4201.698704;4061.656805;4298.265697;11304.4961;3548.917581;5453.233903;2952.877918;4668.909937;5663.841806;7084.552209;6595.699205;6175.297888;3925.190441;4858.170849;4802.456038;6570.148248;5510.915713;4429.316877;5276.406353;4182.43948;4258.953862;6748.967328;8530.536208;8474.353781;6546.553292;9286.522708;9436.013565;9413.884214;9611.214283;6505.31475;3856.018672;3945.705514;6863.632857;3235.547558;2460.731599;3371.99051;8754.734491;5870.333551;11793.84043;7772.865623;3036.01054;12388.12657;12242.25992;1094.341811;8301.905323;2606.775786;2927.707636;7738.165157;3155.541158;8461.641448;7779.787144;4529.944812;4203.299656;4158.240012;2749.958545;1985.600161;3986.418944;5916;1724.463975;10683.3418;2311.283626;935.2218988;4414.101041;4315.449455;1648.669767;5838.154503;7680.566646;5148.623117
55;3266.589659;2786.415619;3088.738254;4222.463736;1624;3815.677135;3095.266063;4462.609102;3787.36003;2593.838854;3631.374395;4306.084997;2504.095845;4060;3856.018672;3365.999406;4512.086879;5105.318012;4417.148401;4222.463736;4549.2118;4331.011891;4158.240012;4006.620521;6350.404082;5367.42918;4988;6613.017466;6827.267682;4537.364874;4877.520682;7170.45159;6506.348899;4642.899094;3460.612663;3757.03926;3625.811909;5209.678685;4895.4199;4035.066294;4074.886992;4878.899876;4391.17843;3185.251011;3044.861902;2091.21974;1211.075555;2055.525237;1640.487732;2216.176888;2460.731599;1182.972527;1688.985494;2348.820981;0;1434.840758;2240.332118;2606.775786;4247.881354;3787.36003;3480;3735.488188;12248.30372;2546.721814;3121.240779;820.2438662;4989.348655;6210.06409;7722.499077;7053.143413;6416.802942;4618.198783;5411.123358;5499.91709;7526.603484;6571.172194;5430.980759;6583.447121;5551.057557;5741.707063;8130.764294;10055.26648;10089.33298;7905.891474;9075.471117;9237.12596;9280;9512.707291;4512.086879;3528.002268;3250.070768;4878.899876;5213.551573;3024.909916;5665.029567;9028.645967;8216.370975;14131.54259;5611.331393;2380.121005;14269.88605;13989.42686;3371.99051;7021.594121;3489.653278;3778.467414;8432.170776;4035.066294;8612.951178;7610.165833;4439.936936;3684.7122;2322.89819;3448.927949;2311.283626;3692.008667;7348.396288;1888.343189;11275.29547;2824.784594;1888.343189;6555.796214;6661.673063;928;4177.6108;9147.098338;7056.004535
56;1982.208869;1411.200907;2388.586193;3155.541158;418.243948;2737.698303;1930.624769;3528.002268;2872.02507;1770.663153;2708.047267;2982.350751;1396.824971;2690.599933;2705.561679;2025.852907;3381.952099;4021.705111;3387.914993;3064.683997;3443.070722;3250.070768;3134.147412;2971.049646;4921.463197;3950.817637;3612.799469;5178.591314;5397.429018;3132;3528.002268;5741.707063;5073.591233;3208.401471;2025.852907;2331.571144;2207.05052;3776.686378;3460.612663;2606.775786;2668;3448.927949;2957.431318;1888.343189;1870.443798;2302.534256;1322.603493;1815.687198;1724.463975;997.869731;1044;624.6791176;1577.770579;1094.341811;1434.840758;0;836.4878959;2552;3967.810479;3411.662351;3208.401471;3460.612663;11228.6562;2554.635003;4439.936936;1902.541458;4203.299656;5332.21605;6820.365973;6236.011546;5707.624374;3623.95585;4512.086879;4529.944812;6467.975263;5453.233903;4317.008223;5363.667402;4292;4445.994152;6897.855899;8780.058314;8782.356859;6679.827543;8663.57709;8819.052103;8822.865748;9036.094732;5411.123358;3082.196619;3051.483574;5769.761174;4292;2909.265199;4456.574469;8333.451626;6852.841746;12833.60588;6684.861704;2100.849352;12889.05644;12648.25616;2188.683623;7322.715343;2348.820981;2670.520549;8400.995179;2927.707636;7982.957848;7159.183194;4802.456038;4268.421722;3064.683997;2391.401263;1322.603493;3231.38608;6089.723803;1834.121043;10425.16724;1804.536506;464;5121.107693;5347.335785;580;4768.714712;7888.852895;6200.305799
57;1640.487732;984.2926394;2593.838854;2971.049646;935.2218988;2575.617984;1770.663153;3443.070722;2853.222739;1985.600161;2698.091177;2490.625624;1434.840758;2132.634052;2466.193829;1577.770579;3116.926691;3773.121784;3225.133796;2788.829145;3200.0025;3044.861902;2993.609193;2831.920903;4182.43948;3256.275173;3011.535157;4391.17843;4653.0317;2479.796766;2973.313303;5000.124798;4317.008223;2447.022681;1276;1640.487732;1547.633031;3024.909916;2690.599933;1800.804265;2025.852907;2645.206986;2207.05052;1094.341811;1182.972527;2546.721814;1774.458791;1902.541458;2025.852907;1050.424676;580;1396.824971;1815.687198;478.2802526;2240.332118;836.4878959;0;3095.266063;4306.084997;3728.276814;3596;3829.757172;10927.42165;3123.395588;5276.406353;2737.698303;4203.299656;5220;6656.621365;6149.094242;5712.337525;3480;4409.526052;4366.595012;6178.565529;5127.672376;4026.72075;4935.114994;3842.034878;3945.705514;6433.557025;8255.582354;8222.100948;6225.213249;8811.419863;8961.328473;8941.034392;9139.74004;6177.476507;3381.952099;3487.72476;6531.119353;3662.73559;2881.380225;3668.242086;8301.094868;6016.364351;12003.61812;7486.270099;2593.838854;12224.66098;12035.52408;1467.296834;7858.090353;2157.724728;2482.508409;8209.817538;2717.966887;7999.795997;7304.316532;4924.196584;4537.364874;3829.757172;2287.877619;1512.454958;3510.79706;5606.533332;2029.171259;10261.24749;1834.121043;518.7677708;4348.066237;4518.047366;1415.960451;5453.233903;7388.571716;5574.038392
58;2624.780372;2705.561679;1249.358235;2645.206986;2216.176888;2391.401263;2216.176888;2554.635003;2025.852907;1396.824971;1944.514335;3443.070722;1930.624769;3460.612663;2593.838854;2872.02507;3011.535157;3381.952099;2708.047267;2864.988656;2982.350751;2757.288523;2504.095845;2422.15111;5855.415271;4827.607275;4217.680879;6358.874114;6307.883322;4040.065346;3999.897999;6604.873352;6081.985202;4512.086879;3603.4761;3623.95585;3460.612663;4932.387657;4757.414424;4247.881354;3692.008667;4932.387657;4268.421722;4145.275865;4277.868628;4549.2118;3522.276537;4254.21203;3999.897999;2132.634052;2757.288523;1985.600161;3938.879028;3528.002268;2606.775786;2552;3095.266063;0;1648.669767;1254.731844;905.9889624;1148.341413;10060.61787;116;3713.812058;2052.249498;2757.288523;3999.897999;5471.709057;4723.351353;3999.897999;2793.649942;3299.379336;3497.356716;5530.414813;4757.414424;3728.276814;5021.607711;4222.463736;4512.086879;6500.141537;8471.177486;8612.169994;6268.294824;6473.174183;6635.362236;6684.861704;6921.225325;3480;1100.472626;656.1950929;3787.36003;6756.937768;5347.335785;6643.468973;6542.441135;8544.720943;14623.36322;4955.522172;518.7677708;13026.13373;12554.28724;4558.076787;4778.580542;2348.820981;2438.760341;10860.10313;2606.775786;6089.723803;5020.267722;7008.166665;6287.585228;1512.454958;2129.476931;1712.719475;1249.358235;5841.610737;4192.080152;8892.744908;1804.536506;2593.838854;6217.643283;7271.08135;2252.312589;2482.508409;7543.568386;8669.011478
59;3235.547558;3612.799469;1743.86238;2482.508409;3573.477858;2490.625624;2843.774956;2052.249498;1972;2322.89819;2025.852907;3640.62632;2900;3840.283323;2749.958545;3489.653278;2793.649942;2831.920903;2380.121005;2831.920903;2708.047267;2554.635003;2320;2348.820981;5926.226455;4989.348655;4315.449455;6542.441135;6320.669585;4360.427502;4060;6561.950929;6178.565529;4982.60173;4391.17843;4255.793228;4111.050474;5252.12338;5187.677708;4955.522172;4158.240012;5453.233903;4782.802526;5225.153012;5453.233903;6124.975755;5088.15723;5759.256897;5559.535232;3256.275173;3828;3489.653278;5471.709057;4778.580542;4247.881354;3967.810479;4306.084997;1648.669767;0;580;778.1516562;518.7677708;8668.235345;1724.463975;4955.522172;3692.008667;1724.463975;2786.415619;4119.22517;3321.734487;2533.478241;2302.534256;2311.283626;2606.775786;4421.715504;3889.028671;3123.395588;4358.884261;3876.899792;4203.299656;5656.709998;7575.608226;7793.611743;5433.457831;4827.607275;4989.348655;5036.324056;5272.579634;3913.173648;928;997.869731;4111.050474;7895.672739;6859.710781;7512.287534;4955.522172;8952.314561;14968.04596;5402.412794;1920.141661;12269.70774;11672.27484;5685.18355;3792.685592;2715.490379;2593.838854;12366.38346;2606.775786;4477.660103;3371.99051;8612.169994;7918.646349;2803.266666;2457.995932;2793.649942;820.2438662;5148.623117;5729.977312;7366.685008;2562.523756;3871.69007;6358.874114;7905.891474;3792.685592;2645.206986;6668.739011;9777.774798
60;2678.06796;3036.01054;1165.785572;2052.249498;3011.535157;1995.739462;2279.038394;1712.719475;1485.524823;1743.86238;1512.454958;3155.541158;2320;3323.759317;2252.312589;2934.593669;2391.401263;2544.078615;1995.739462;2380.121005;2320;2138.934314;1888.343189;1888.343189;5496.245992;4529.944812;3862.991587;6089.723803;5908.033852;3861.249539;3612.799469;6165.484571;5744.050139;4462.609102;3826.242021;3706.558512;3558.383903;4761.655174;4676.109494;4401.890503;3631.374395;4928.293822;4254.21203;4645.79638;4873.380757;5602.93209;4565.451128;5213.551573;5032.314776;2678.06796;3248;2957.431318;4935.114994;4201.698704;3787.36003;3411.662351;3728.276814;1254.731844;580;0;366.8242086;259.3838854;8841.148342;1352.78084;4824.819168;3297.339534;1624;2822.401814;4255.793228;3489.653278;2749.958545;1972;2207.05052;2460.731599;4414.101041;3757.03926;2864.988656;4145.275865;3541.326305;3861.249539;5530.414813;7481.77519;7667.415732;5301.847225;5311.989458;5471.709057;5502.363129;5731.151368;4073.235569;348;624.6791176;4310.769769;7316.281022;6313.214078;6949.358532;5290.413972;8461.641448;14500;5580.07025;1415.960451;12129.07449;11582.58693;5105.318012;4331.011891;2179.44213;2091.21974;11812.65085;2138.934314;4845.690869;3829.757172;8100.920442;7432.151775;2617.079288;1920.141661;2216.176888;259.3838854;4955.522172;5194.158257;7640.165443;1985.600161;3299.379336;5914.862636;7373.075342;3268.64865;2853.222739;6561.950929;9199.904347
61;2698.091177;2982.350751;1142.467505;2252.312589;2822.401814;2132.634052;2284.93501;1982.208869;1648.669767;1640.487732;1640.487732;3285.074124;2231.304551;3411.662351;2380.121005;2957.431318;2606.775786;2824.784594;2231.304551;2554.635003;2546.721814;2348.820981;2091.21974;2065.321283;5665.029567;4676.109494;4020.031841;6236.011546;6089.723803;3967.810479;3776.686378;6358.874114;5908.033852;4537.364874;3815.677135;3735.488188;3581.000977;4873.380757;4761.655174;4417.148401;3701.109023;4993.392434;4317.008223;4561.027954;4761.655174;5347.335785;4310.769769;4989.348655;4782.802526;2554.635003;3151.274028;2715.490379;4697.641962;4061.656805;3480;3208.401471;3596;905.9889624;778.1516562;366.8242086;0;259.3838854;9207.945265;997.869731;4462.609102;2957.431318;1975.408818;3185.251011;4622.567252;3856.018672;3112.606625;2240.332118;2552;2793.649942;4768.714712;4086.428269;3155.541158;4445.994152;3787.36003;4101.219331;5856.56418;7814.302784;7990.539406;5626.896836;5598.12683;5759.256897;5800;6033.115282;3792.685592;418.243948;259.3838854;4046.721142;7225.598937;6089.723803;6933.850878;5637.647736;8562.811688;14620.14227;5300.578082;1142.467505;12444.48087;11913.60097;5009.534909;4334.117673;2252.312589;2216.176888;11600;2302.534256;5183.785489;4130.642565;7834.080418;7144.131018;2252.312589;1995.739462;2091.21974;478.2802526;5261.082778;4955.522172;7999.795997;1944.514335;3140.580838;6069.80461;7418.560507;3016;2606.775786;6892.001161;9122.055909
62;2864.988656;3185.251011;1322.603493;2302.534256;3071.262932;2228.287235;2457.995932;1972;1724.463975;1859.621467;1740;3387.914993;2447.022681;3541.326305;2482.508409;3123.395588;2645.206986;2803.266666;2252.312589;2624.780372;2575.617984;2391.401263;2138.934314;2132.634052;5741.707063;4768.714712;4104.498995;6329.17941;6156.748493;4086.428269;3856.018672;6416.802942;5988.342008;4676.109494;3999.897999;3899.394825;3748.074706;4989.348655;4894.045361;4588.969383;3842.034878;5138.158425;4462.609102;4778.580542;4989.348655;5606.533332;4569.87002;5245.714441;5041.664804;2784;3371.99051;2973.313303;4955.522172;4298.265697;3735.488188;3460.612663;3829.757172;1148.341413;518.7677708;259.3838854;259.3838854;0;9024.173757;1233.096914;4618.198783;3200.0025;1859.621467;3036.01054;4445.994152;3668.242086;2909.265199;2231.304551;2447.022681;2708.047267;4641.449774;4004.940948;3123.395588;4401.890503;3799.77473;4119.22517;5779.08228;7726.853952;7916.946886;5551.057557;5341.041097;5502.363129;5544.994139;5779.08228;3815.677135;518.7677708;492.1463197;4051.705814;7446.621784;6346.164826;7122.437785;5407.391978;8686.843385;14732.45669;5322.112363;1401.633333;12381.06425;11828.01894;5231.58714;4145.275865;2388.586193;2320;11855.2908;2380.121005;4946.0093;3876.899792;8093.442284;7402.218046;2422.15111;2129.476931;2320;492.1463197;5210.969967;5213.551573;7785.838426;2138.934314;3381.952099;6156.748493;7575.608226;3274.817858;2593.838854;6808.518194;9338.540357
63;9304.617348;9953.043354;9182.336086;8078.465201;10845.22457;8496.554596;9298.107334;7785.838426;8461.641448;9655.91135;8619.198107;8480.702801;9849.076302;8882.90403;8525.802719;9350.060535;7850.380882;7206.952199;7858.090353;8172.856539;7785.838426;7980.429061;8116.685038;8275.931368;8204.078985;8392.181123;8202.438662;8733.960385;8057.617514;8776.992651;8124.141801;7888;8336.680394;9277.824745;9941.545152;9527.548268;9537.429423;8896.526963;9210.137024;9925.289719;9113.939214;9550.118743;9352.218988;11080.88444;11493.95528;13457.99985;12547.31844;12829.93562;12905.22809;10231.69976;10370.8152;11122.09549;12716.16106;11304.4961;12248.30372;11228.6562;10927.42165;10060.61787;8668.235345;8841.148342;9207.945265;9024.173757;0;10169.03929;13623.458;11990.71974;7326.389561;6077.55872;4588.969383;5356.135921;6134.853869;7640.165443;6847.931074;6748.967328;4761.655174;5800;6918.308464;6072.02108;7147.897033;7136.593025;4802.456038;3938.879028;4368.135529;4946.0093;5800;5722.927922;5466.788454;5282.778057;12272.99735;8961.328473;9465.201952;12350.59578;12971.78785;13753.21751;11679.76575;4190.474913;10644.22473;14504.1754;13603.6895;10023.09812;6566.050868;5407.391978;11484.58584;9928.000806;8879.873873;8558.88217;18521.17189;8301.094868;4768.714712;6152.375801;15833.89377;15453.7079;11445.85584;8853.315763;9986.784868;8811.419863;5599.328531;12946.34837;1972;9469.465877;10843.36332;8534.478777;11007.7827;11439.3881;11024.27286;4254.21203;14226.44355
